Y,Y_p
-0.052376603415021365,-0.47263684546551427
-0.37872819370390715,-1.0814697986303277
-0.17193955130558708,-1.6631626580421068
-0.19197101686373305,-1.130172365045408
0.3312730783722493,-0.46684550674540914
-0.025554168285061157,-0.2675458926581535
0.9657678953468366,0.2876165817870064
0.11990512786314894,-0.19190212281952757
-0.3242917687845576,-0.1071341952048236
0.61893943963255,-0.0124240519035473
-0.3531600559268822,-0.08075336144996663
-0.3426250408357724,-0.5770348395718186
0.2036649638044846,0.9727324125330195
-1.177299179198528,0.03633219956190922
0.374809587116355,1.2681382368744292
-0.45068488303921683,-0.8681739806238069
-0.9027652470650267,-0.8197142751509044
-0.15152915000622505,1.323658804687285
3.1071909100625863,2.4538160337589554
0.3806239450503579,-0.1698989214582029
0.4714321862734133,-0.4249918745428447
-1.509730081697616,0.3237926364476438
0.39543151074745403,0.14301462038326873
0.16606611748160288,-0.2917880929561912
-0.04490986510470515,0.09257368090838808
1.1401033981938673,0.04186431618162655
1.4581086781635932,1.9808200627731276
-1.6256763987056815,0.8993909644262408
-0.13151873643370224,0.24197150681239823
-0.4764525134419085,-0.4286716012814866
0.13269571284244955,0.09447310911931688
1.095352891612162,0.678952478288717
-0.15056476856958528,-0.5110303483497851
-1.7985432749366237,-2.3827800811632143
1.4975560893192854,0.9786122037646967
1.3106545560062672,0.9767178884157084
1.6066053748470162,2.0083962836496942
0.27939497094386107,0.4125825969079121
-1.6268793693127164,-0.7029211698420302
-0.8030981297966637,-0.4942509580331601
0.6570665905470214,0.7928235829985445
-0.47993110344725154,-0.30006236525619484
0.7524280755177045,-1.1606450222113185
-0.6834396459903893,-0.5306652720602288
-0.893731940281699,-0.7601903364385674
0.12581371849470296,0.18681650862829455
-0.9245941512051843,-0.2912162960410654
0.4514428246865136,-0.8415717599469222
-0.3248401228862645,-0.6660318709406807
0.7288939605420748,0.04180807470028008
0.4871189229891509,0.8314129084951399
0.014439792516427413,1.8438030320582537
1.5913577224028466,1.70678855777435
-0.7134838369010907,-2.3116013736573047
-0.35910473567664725,-1.022329324563535
